Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular,Internet_Access,Parent_Education,Family_Income,Stress_Level (1-10)
S1163,Hassan,Thomas,student163@univ.edu,Female,18,Business,84.85,67.03,53.69,77.65,68.77,18.6,75.15,60.1483,D,12.6,No,Yes,High School,Low,5
S1164,Sara,Thomas,student164@univ.edu,Male,24,Business,55.25,45.49,96.58,72.24,88.07,10.2,45.24,59.6367,F,14.1,No,Yes,High School,Low,6
S1165,Jennifer,Brown,student165@univ.edu,Female,24,CS,50.43,63.27,45.08,95.06,95.26,97.8,74.32,78.465,C,6.7,No,Yes,Bachelor's,Medium,5
S1166,James,Harris,student166@univ.edu,Male,19,Engineering,60.43,65.27,69.05,53.85,62.58,24.7,77.5,58.825,F,18.6,Yes,No,High School,Low,5
S1167,Maria,Thomas,student167@univ.edu,Female,24,Business,60.82,65.84,89.41,82.55,79.72,30.0,76.19,70.6183,C,21.5,No,No,Bachelor's,Medium,6
S1168,David,Harris,student168@univ.edu,Male,23,Mathematics,49.62,87.15,61.9,96.6,59.99,99.7,50.8,76.0233,C,23.5,Yes,No,Bachelor's,Medium,5
S1169,Rayan,Brown,student169@univ.edu,Female,25,Engineering,74.33,54.52,79.52,85.76,89.45,7.4,99.44,69.3483,D,15.4,No,No,High School,Medium,9
S1170,Hassan,Brown,student170@univ.edu,Male,21,Business,41.64,76.76,73.79,82.25,82.34,96.7,59.9,78.6233,C,24.3,Yes,Yes,High School,Medium,4
S1171,Lisa,Martin,student171@univ.edu,Male,25,Business,57.38,86.34,75.32,75.02,67.25,2.5,46.27,58.7833,F,13.6,Yes,Yes,Bachelor's,Medium,5
S1172,Sarah,White,student172@univ.edu,Male,25,Business,63.33,66.29,81.81,65.95,65.01,81.0,46.91,67.8283,D,25.8,Yes,Yes,Bachelor's,High,3
S1173,Jennifer,Jones,student173@univ.edu,Female,24,Mathematics,46.23,64.3,51.07,82.02,71.61,2.9,76.85,58.125,F,7.5,No,No,High School,High,4
S1174,Omar,Wilson,student174@univ.edu,Male,19,Engineering,55.61,51.82,46.84,83.54,74.47,96.6,58.8,68.6783,D,12.9,No,Yes,Master's,Medium,8
S1175,Hassan,Jones,student175@univ.edu,Female,19,Engineering,51.92,54.31,47.02,68.67,57.07,38.8,75.79,56.9433,F,18.1,No,Yes,None,High,9
S1176,Noor,Jones,student176@univ.edu,Male,25,Business,39.82,58.87,67.06,52.68,67.95,1.0,48.19,49.2917,F,24.8,No,No,None,Medium,8
S1177,Emily,Jones,student177@univ.edu,Male,18,Engineering,50.45,56.49,72.26,58.41,72.87,74.3,85.96,70.0483,C,17.4,Yes,Yes,Master's,High,6
S1178,Jennifer,Davis,student178@univ.edu,Female,21,Mathematics,37.17,89.8,85.08,64.89,99.97,45.0,60.91,74.275,C,24.9,No,Yes,Bachelor's,Low,10
S1179,Noor,Anderson,student179@univ.edu,Female,20,Engineering,84.94,88.81,88.33,78.5,76.61,59.7,50.1,73.675,C,29.4,No,No,Master's,High,2
S1180,Sara,Jackson,student180@univ.edu,Male,22,Engineering,79.1,47.96,48.77,66.1,62.38,84.4,63.56,62.195,D,6.0,No,No,None,Medium,2
S1181,Zeina,Brown,student181@univ.edu,Female,22,Business,61.83,69.28,74.92,93.45,92.36,9.3,98.33,72.94,C,19.8,No,Yes,None,Low,7
S1182,Rayan,Garcia,student182@univ.edu,Female,22,Business,87.98,60.27,74.68,78.31,74.27,34.4,80.95,67.1467,D,3.4,Yes,No,High School,Low,3
S1183,William,White,student183@univ.edu,Male,24,Engineering,99.7,94.56,92.93,65.09,93.72,87.7,45.6,79.9333,C,12.1,Yes,No,Bachelor's,Low,7
S1184,Zeina,Moore,student184@univ.edu,Male,24,CS,79.26,40.07,68.61,56.63,61.31,68.0,40.56,55.8633,F,21.5,Yes,No,Bachelor's,Medium,2
S1185,John,Thomas,student185@univ.edu,Male,19,CS,51.93,92.86,48.23,88.67,87.66,13.3,99.58,71.7167,C,6.0,Yes,Yes,None,Medium,4
S1186,Zeina,Johnson,student186@univ.edu,Female,25,Engineering,36.07,46.03,85.15,79.48,69.2,96.3,58.87,72.505,C,5.9,No,Yes,Bachelor's,High,10
S1187,Hassan,Clark,student187@univ.edu,Female,18,Business,44.38,76.42,51.32,69.59,82.31,78.4,87.63,74.2783,C,8.7,No,Yes,Bachelor's,Medium,10
S1188,Emma,Martin,student188@univ.edu,Male,23,Business,39.24,91.65,74.1,68.27,84.15,76.3,97.27,81.9567,B,23.6,Yes,Yes,High School,Medium,4
S1189,Liam,Davis,student189@univ.edu,Female,22,Mathematics,59.65,64.14,78.43,76.88,57.63,8.4,44.74,55.0367,F,27.8,Yes,No,None,High,2
S1190,David,Jackson,student190@univ.edu,Male,18,Engineering,36.03,66.07,67.2,80.44,65.46,74.2,84.44,72.9683,C,5.3,Yes,Yes,Bachelor's,Medium,6
S1191,Lisa,Martin,student191@univ.edu,Female,20,Business,38.89,86.87,56.13,94.32,88.57,2.9,88.43,69.5367,D,9.6,Yes,No,High School,Medium,8
S1192,Lisa,Anderson,student192@univ.edu,Male,25,Engineering,55.74,55.31,46.17,78.7,86.14,22.8,70.53,59.9417,F,3.2,Yes,Yes,High School,Medium,6
S1193,Michael,Johnson,student193@univ.edu,Male,18,Mathematics,45.72,54.9,94.95,66.0,91.3,57.2,47.16,68.585,D,20.9,Yes,Yes,Bachelor's,High,1
S1194,Michael,Brown,student194@univ.edu,Female,22,Business,52.91,73.19,40.48,60.03,78.19,30.4,77.36,59.9417,F,15.0,No,Yes,Bachelor's,Low,1
S1195,Robert,Williams,student195@univ.edu,Male,23,CS,96.57,40.09,79.44,92.45,86.36,10.4,71.79,63.4217,D,8.7,No,Yes,Bachelor's,High,5
S1196,Emma,Davis,student196@univ.edu,Male,24,Business,62.09,84.87,74.85,75.27,81.86,39.4,75.51,71.96,C,3.7,Yes,Yes,Master's,Medium,6
S1197,Layla,Thomas,student197@univ.edu,Female,23,Mathematics,49.04,44.48,52.16,89.0,79.24,15.5,49.86,55.04,F,15.0,No,Yes,Master's,Low,8
S1198,David,White,student198@univ.edu,Female,19,CS,41.03,81.16,89.58,84.84,52.02,83.6,59.67,75.145,C,4.6,Yes,No,None,High,1
S1199,Yusuf,Moore,student199@univ.edu,Female,20,CS,96.65,91.28,73.36,77.51,54.74,10.2,87.63,65.7867,D,5.4,Yes,Yes,Bachelor's,Low,7
S1200,Jessica,Brown,student200@univ.edu,Female,19,CS,99.8,51.87,78.76,90.46,54.6,84.7,88.53,74.82,C,5.4,No,Yes,Bachelor's,High,7
S1201,Rayan,Thomas,student201@univ.edu,Female,18,Mathematics,77.82,50.37,52.88,59.36,63.99,88.3,42.08,59.4967,F,19.3,Yes,No,None,Medium,9
S1202,Emily,Davis,student202@univ.edu,Male,22,Mathematics,39.61,51.97,93.08,76.29,81.54,80.2,87.69,78.4617,C,29.7,No,No,None,Medium,10
S1203,Lisa,Taylor,student203@univ.edu,Female,22,Engineering,31.82,75.83,41.76,90.53,64.05,80.9,68.3,70.2283,C,12.0,Yes,Yes,High School,Low,4
S1204,James,Lee,student204@univ.edu,Male,21,Mathematics,54.84,90.35,90.71,58.81,79.63,80.6,81.86,80.3267,B,27.6,Yes,No,Bachelor's,High,4
S1205,Rayan,Harris,student205@univ.edu,Female,20,Mathematics,32.66,43.37,76.1,51.0,73.9,33.2,76.85,59.07,F,24.6,No,Yes,Master's,Low,1
S1206,Sara,Thompson,student206@univ.edu,Male,19,Business,97.24,62.42,96.52,69.78,55.05,30.2,48.19,60.36,D,6.4,No,No,Master's,Low,9
S1207,Noor,Clark,student207@univ.edu,Female,21,Engineering,56.49,84.04,57.67,58.89,50.09,70.2,74.37,65.8767,D,25.8,Yes,Yes,Master's,High,4
S1208,Zeina,Thompson,student208@univ.edu,Male,25,Engineering,53.18,44.67,60.81,65.98,81.81,96.3,89.3,73.145,C,20.8,No,No,High School,Medium,4
S1209,John,Brown,student209@univ.edu,Female,22,CS,80.43,42.89,66.29,70.98,58.32,41.4,92.91,62.1317,D,11.8,No,Yes,None,High,4
S1210,Ali,White,student210@univ.edu,Male,18,Business,31.41,55.67,46.28,67.09,94.4,16.1,44.5,54.0067,F,28.4,Yes,No,None,High,1
S1211,Robert,Jones,student211@univ.edu,Female,20,CS,37.09,52.33,51.4,84.86,86.1,73.0,55.92,67.2683,D,9.9,Yes,Yes,High School,Medium,10
S1212,Jennifer,Harris,student212@univ.edu,Male,18,Business,30.27,45.26,89.43,81.25,74.02,9.7,52.42,58.68,F,19.9,Yes,No,High School,Medium,7
S1213,Emily,Harris,student213@univ.edu,Female,19,Mathematics,42.94,93.13,62.16,72.29,63.16,46.5,53.57,65.135,D,9.5,Yes,Yes,High School,Low,6
S1214,Layla,Lee,student214@univ.edu,Female,21,CS,88.86,89.1,65.12,76.78,93.34,47.5,92.9,77.4567,C,15.3,Yes,No,High School,High,10
S1215,Lisa,Thompson,student215@univ.edu,Male,19,Mathematics,42.1,99.06,98.33,90.42,56.31,42.3,99.3,80.9533,B,14.2,Yes,No,Master's,High,2
S1216,Emma,Thomas,student216@univ.edu,Female,23,Business,66.38,95.03,40.74,85.02,79.38,78.2,46.75,70.8533,C,6.2,Yes,Yes,High School,Medium,9
S1217,Jessica,Jackson,student217@univ.edu,Female,24,Mathematics,70.04,68.38,50.33,70.15,80.91,68.1,64.1,66.995,D,13.1,No,Yes,High School,High,8
S1218,James,Anderson,student218@univ.edu,Male,23,Business,51.77,90.57,91.49,84.24,98.62,22.8,58.03,74.2917,C,22.8,No,No,None,High,2
S1219,Omar,White,student219@univ.edu,Male,24,Mathematics,83.16,92.03,89.26,75.76,57.95,31.1,70.41,69.4183,D,5.8,Yes,Yes,Bachelor's,Low,1
S1220,John,Davis,student220@univ.edu,Female,18,Business,79.32,56.44,89.41,75.26,81.77,12.4,41.83,59.5183,F,12.4,No,Yes,None,High,9
S1221,Jessica,Anderson,student221@univ.edu,Male,22,CS,49.95,63.19,49.77,78.61,98.25,85.7,78.84,75.7267,C,21.0,No,No,High School,High,1
S1222,Emily,Johnson,student222@univ.edu,Male,18,Engineering,47.67,88.31,58.33,98.35,82.14,42.4,62.59,72.02,C,11.8,No,Yes,None,Medium,9
S1223,Rayan,Clark,student223@univ.edu,Female,19,CS,65.81,79.74,90.6,68.71,82.37,60.9,57.91,73.3717,C,5.0,Yes,No,Master's,High,6
S1224,James,Wilson,student224@univ.edu,Female,21,Engineering,66.21,54.42,43.41,92.87,90.5,40.4,59.18,63.4633,D,5.9,Yes,No,Master's,Medium,7
S1225,Michael,Thomas,student225@univ.edu,Male,21,Business,80.86,53.34,72.08,89.24,95.33,67.2,70.44,74.605,C,25.7,Yes,No,High School,Medium,3
S1226,Amira,Wilson,student226@univ.edu,Male,23,CS,45.56,53.4,92.29,71.02,94.34,37.2,75.13,70.5633,C,15.0,Yes,No,High School,High,10
S1227,Fatima,Clark,student227@univ.edu,Male,25,Engineering,65.03,92.05,62.9,64.92,52.7,85.4,48.24,67.7017,D,7.6,No,No,Bachelor's,Medium,3
S1228,Karim,Brown,student228@univ.edu,Female,23,Engineering,51.94,43.48,67.12,60.47,88.68,57.6,49.51,61.1433,D,24.0,Yes,Yes,None,High,7
S1229,Michael,Jackson,student229@univ.edu,Female,24,CS,32.64,51.96,62.39,50.7,66.11,83.3,51.43,60.9817,D,20.9,Yes,Yes,Master's,Medium,3
S1230,Ahmed,Thomas,student230@univ.edu,Female,20,CS,87.67,57.89,57.45,86.39,79.82,33.8,93.28,68.105,D,29.9,No,No,Master's,Low,3
S1231,Layla,Thomas,student231@univ.edu,Male,21,Engineering,80.9,47.87,84.04,79.48,58.45,36.7,79.03,64.2617,D,3.0,No,Yes,High School,High,2
S1232,Zeina,Williams,student232@univ.edu,Male,19,Mathematics,61.1,47.42,55.16,85.09,60.27,68.6,40.56,59.5167,F,13.8,Yes,No,Bachelor's,Medium,2
S1233,Lisa,Clark,student233@univ.edu,Male,22,CS,84.93,69.86,76.54,88.9,91.57,97.3,61.48,80.9417,B,13.5,Yes,Yes,None,Low,8
S1234,Sarah,Miller,student234@univ.edu,Male,18,CS,93.48,90.11,80.14,57.46,54.5,51.2,83.41,69.47,D,4.8,No,Yes,None,Medium,5
S1235,William,Davis,student235@univ.edu,Male,20,CS,89.66,61.61,80.61,71.3,55.8,85.1,93.42,74.64,C,2.3,Yes,Yes,Master's,Medium,8
S1236,Hassan,Wilson,student236@univ.edu,Male,23,Business,42.8,64.05,97.74,63.59,69.29,85.1,87.99,77.96,C,20.2,Yes,Yes,Bachelor's,High,1
S1237,Ali,Smith,student237@univ.edu,Female,25,Mathematics,42.69,62.79,61.52,51.44,84.22,83.9,98.41,73.7133,C,5.7,No,Yes,None,Medium,1
S1238,Emma,Wilson,student238@univ.edu,Female,18,Engineering,98.45,80.19,60.3,76.16,85.03,9.5,79.7,65.1467,D,9.0,No,No,Bachelor's,High,10
S1239,Liam,Williams,student239@univ.edu,Male,25,Mathematics,90.86,44.49,69.5,62.04,98.51,5.0,53.36,55.4833,F,20.0,No,Yes,High School,Medium,8
S1240,Layla,Thompson,student240@univ.edu,Female,19,Mathematics,61.29,47.12,69.84,82.67,55.13,41.2,73.43,61.565,D,2.0,Yes,No,Bachelor's,High,8
S1241,Sarah,Anderson,student241@univ.edu,Male,21,Mathematics,53.24,86.04,76.0,85.83,68.16,45.3,45.85,67.8633,D,20.4,Yes,No,Master's,High,5
S1242,Jennifer,Martin,student242@univ.edu,Female,19,CS,92.78,69.55,89.31,87.13,70.46,25.4,51.76,65.6017,D,5.4,No,Yes,None,Low,6
S1243,Ahmed,Jackson,student243@univ.edu,Male,19,Mathematics,62.02,75.36,70.25,98.19,50.22,73.6,73.19,73.4683,C,14.1,No,Yes,Bachelor's,High,3
S1244,Ahmed,Thomas,student244@univ.edu,Female,24,Mathematics,98.57,94.95,85.74,63.68,98.18,97.0,67.17,84.4533,B,5.7,No,No,Master's,High,9
S1245,Zeina,Garcia,student245@univ.edu,Male,21,Business,78.06,95.27,47.96,85.52,98.76,17.8,72.55,69.6433,D,19.8,Yes,No,None,High,10
S1246,Yusuf,Jackson,student246@univ.edu,Female,24,CS,66.59,41.52,48.72,83.51,60.0,75.0,49.66,59.735,F,10.0,No,Yes,High School,High,5
S1247,Omar,Lee,student247@univ.edu,Male,23,Mathematics,37.17,92.08,84.37,93.24,87.12,56.1,54.26,77.8617,C,24.0,No,Yes,None,Medium,7
S1248,Layla,Taylor,student248@univ.edu,Male,18,Business,44.22,92.13,91.63,72.15,61.28,63.4,82.57,77.1933,C,12.3,Yes,Yes,Master's,Medium,3
S1249,Yusuf,Brown,student249@univ.edu,Male,20,CS,56.4,65.71,73.4,56.5,79.2,25.5,59.83,60.0233,D,21.9,Yes,Yes,Bachelor's,Medium,10
S1250,Liam,Clark,student250@univ.edu,Female,25,Business,35.1,82.46,71.52,97.85,76.03,78.6,49.56,76.0033,C,17.2,No,Yes,Master's,Low,4
S1251,Yusuf,Taylor,student251@univ.edu,Female,23,Business,45.29,85.16,71.83,99.83,91.18,98.1,40.53,81.105,B,20.7,No,Yes,Bachelor's,Low,6
S1252,Michael,Smith,student252@univ.edu,Female,22,Business,31.73,71.01,86.23,75.72,75.44,48.7,57.79,69.1483,D,20.2,No,Yes,High School,Low,9
S1253,Jennifer,Williams,student253@univ.edu,Male,21,Engineering,90.55,65.45,46.24,76.89,85.14,97.6,86.51,76.305,C,20.1,Yes,Yes,High School,Medium,6
S1254,Liam,Brown,student254@univ.edu,Male,18,Engineering,85.6,73.49,74.5,61.38,62.93,38.8,77.81,64.8183,D,14.1,Yes,No,High School,High,1
S1255,Zeina,Clark,student255@univ.edu,Male,18,CS,55.04,70.17,57.39,84.29,80.33,28.2,95.6,69.33,D,12.7,Yes,No,Bachelor's,High,4
S1256,Sara,Thomas,student256@univ.edu,Female,20,Business,77.41,94.85,87.7,86.47,68.66,94.9,73.21,84.2983,B,17.5,Yes,Yes,High School,High,10
S1257,Michael,Lee,student257@univ.edu,Male,22,Engineering,82.38,94.21,60.63,70.63,82.3,51.3,49.66,68.1217,D,8.2,No,Yes,High School,Low,10
S1258,Liam,Lee,student258@univ.edu,Female,19,Business,77.02,55.04,51.85,79.03,97.58,35.7,80.28,66.58,D,8.6,No,Yes,Bachelor's,Medium,8
S1259,William,Taylor,student259@univ.edu,Female,20,Business,86.54,97.52,50.12,65.66,89.28,71.2,78.45,75.3717,C,9.7,No,Yes,Master's,Medium,8
S1260,William,Anderson,student260@univ.edu,Female,25,CS,42.3,76.4,90.51,92.94,57.0,53.9,55.79,71.09,C,26.8,Yes,Yes,High School,High,1
S1261,Rayan,Thompson,student261@univ.edu,Female,21,CS,68.61,72.61,99.92,73.61,88.76,36.6,53.4,70.8167,C,23.6,No,Yes,None,High,9
S1262,Emma,Thomas,student262@univ.edu,Female,18,Engineering,89.36,88.39,76.84,58.29,75.71,44.6,50.75,65.7633,D,28.6,Yes,No,Master's,Low,4
S1263,Karim,Harris,student263@univ.edu,Male,19,Business,55.86,42.57,52.41,95.39,68.06,47.0,67.28,62.1183,D,3.3,No,Yes,Master's,High,5
S1264,Fatima,Lee,student264@univ.edu,Male,24,Mathematics,55.57,79.2,90.13,75.83,68.82,90.7,70.98,79.2767,C,11.9,No,No,None,High,1
S1265,Lisa,Johnson,student265@univ.edu,Female,20,Engineering,35.4,78.61,52.69,59.35,68.11,71.7,47.1,62.9267,D,8.4,No,Yes,None,High,8
S1266,Emily,Garcia,student266@univ.edu,Male,24,CS,47.06,47.67,75.54,56.74,75.63,89.1,48.81,65.5817,D,6.7,Yes,No,High School,High,5
S1267,Emma,Garcia,student267@univ.edu,Female,25,Mathematics,41.94,89.82,76.05,89.73,91.02,18.2,79.58,74.0667,C,9.4,No,No,High School,Low,7
S1268,Michael,Johnson,student268@univ.edu,Male,18,Engineering,66.59,94.56,81.06,91.33,80.28,17.7,94.1,76.505,C,18.8,Yes,Yes,None,High,3
S1269,Hassan,Lee,student269@univ.edu,Male,24,Mathematics,55.93,42.61,71.79,61.47,90.12,79.0,62.87,67.9767,D,18.5,Yes,No,Bachelor's,Medium,8
S1270,Karim,Miller,student270@univ.edu,Male,22,Mathematics,48.05,40.33,84.62,50.36,76.13,52.0,62.5,60.99,D,7.8,No,No,Master's,Low,3
S1271,Robert,Thompson,student271@univ.edu,Female,22,Mathematics,69.53,76.71,99.51,69.87,60.18,55.2,73.45,72.4867,C,7.0,No,No,Master's,High,6
S1272,Karim,Thomas,student272@univ.edu,Male,19,Engineering,61.26,81.96,49.71,60.72,70.03,33.8,73.03,61.5417,D,21.5,Yes,Yes,None,High,1
S1273,Layla,Brown,student273@univ.edu,Male,25,Mathematics,36.17,55.79,62.25,80.45,86.22,93.1,64.04,73.6417,C,20.4,No,Yes,Bachelor's,High,8
S1274,William,Williams,student274@univ.edu,Male,22,Engineering,32.35,75.97,70.95,61.58,58.47,3.6,54.36,54.155,F,2.0,Yes,Yes,Master's,Medium,6
S1275,Yusuf,Thomas,student275@univ.edu,Female,21,CS,81.58,44.12,45.41,64.22,91.49,91.5,60.89,66.2717,D,29.0,No,Yes,Bachelor's,Medium,7
S1276,Fatima,Williams,student276@univ.edu,Female,20,Mathematics,65.44,73.52,70.19,67.0,55.85,51.3,55.46,62.22,D,17.1,No,No,None,High,8
S1277,Karim,Miller,student277@univ.edu,Female,25,Mathematics,92.76,91.72,68.92,62.89,69.13,78.9,53.22,70.7967,C,21.6,No,No,Master's,High,9
S1278,Maria,Wilson,student278@univ.edu,Male,22,CS,57.93,84.93,60.52,77.73,58.92,31.4,53.11,61.1017,D,18.1,Yes,Yes,None,High,4
S1279,John,Miller,student279@univ.edu,Female,21,Engineering,44.19,54.98,77.12,57.8,55.33,92.0,80.55,69.63,D,20.6,Yes,Yes,None,Medium,10
S1280,Sarah,Harris,student280@univ.edu,Female,25,Engineering,98.91,94.96,56.82,61.1,78.83,5.4,87.96,64.1783,D,15.4,Yes,No,None,High,3
S1281,William,Smith,student281@univ.edu,Female,23,CS,30.83,52.65,74.86,66.27,80.64,26.0,72.91,62.2217,D,8.6,No,No,Master's,Low,8
S1282,Robert,Garcia,student282@univ.edu,Female,23,Business,89.8,56.78,50.79,56.56,78.79,22.9,45.99,51.9683,F,9.6,Yes,No,None,Low,3
S1283,Layla,Johnson,student283@univ.edu,Female,18,Engineering,59.51,48.07,93.6,81.53,76.7,31.6,69.2,66.7833,D,9.0,Yes,No,High School,High,3
S1284,Liam,Garcia,student284@univ.edu,Female,25,CS,61.49,60.08,61.66,78.02,96.59,25.8,41.19,60.5567,D,5.4,Yes,Yes,Master's,Medium,6
S1285,Yusuf,Martin,student285@univ.edu,Female,25,CS,56.67,57.19,77.9,57.24,58.38,80.8,60.24,65.2917,D,19.7,No,Yes,High School,Low,6
S1286,John,Taylor,student286@univ.edu,Female,22,Business,72.38,63.73,93.26,89.05,96.94,74.8,71.26,81.5067,B,14.6,Yes,Yes,High School,Low,4
S1287,Yusuf,Wilson,student287@univ.edu,Male,21,Engineering,57.79,45.73,96.21,73.66,52.69,77.1,71.44,69.4717,D,29.9,Yes,No,Bachelor's,Low,7
S1288,David,Miller,student288@univ.edu,Male,22,Mathematics,73.85,47.88,90.31,51.43,83.18,86.0,59.51,69.7183,D,15.3,No,No,Bachelor's,High,9
S1289,Ali,Thompson,student289@univ.edu,Female,24,Business,93.62,68.9,53.63,54.48,65.39,41.2,49.34,55.49,F,2.3,Yes,No,Master's,Medium,9
S1290,Maria,Harris,student290@univ.edu,Female,22,CS,83.61,87.88,75.82,89.84,77.41,18.9,92.93,73.7967,C,14.2,Yes,Yes,None,Medium,4
S1291,James,Brown,student291@univ.edu,Female,21,Business,49.93,84.58,88.53,70.65,92.67,18.2,57.38,68.6683,D,19.8,No,No,None,Low,6
S1292,Maria,Johnson,student292@univ.edu,Male,18,Engineering,98.06,56.93,47.5,71.92,50.41,9.0,40.88,46.1067,F,8.1,No,No,None,Medium,8
S1293,Noor,Davis,student293@univ.edu,Female,19,Engineering,33.92,86.54,44.28,73.51,59.61,84.2,89.04,72.8633,C,25.2,Yes,Yes,None,Medium,4
S1294,Amira,Davis,student294@univ.edu,Male,25,CS,66.48,98.93,68.37,84.07,65.61,32.3,77.75,71.1717,C,3.2,Yes,No,None,High,5
S1295,Omar,Anderson,student295@univ.edu,Male,21,CS,46.52,66.05,40.9,89.72,79.23,39.6,54.59,61.6817,D,29.1,No,Yes,Master's,Low,4
S1296,Ali,Harris,student296@univ.edu,Male,23,CS,34.18,78.67,82.08,89.57,56.29,23.3,98.9,71.4683,C,24.1,No,No,Bachelor's,Low,7
S1297,Jessica,Johnson,student297@univ.edu,Female,18,Mathematics,79.46,73.54,72.56,74.5,78.34,54.4,59.42,68.7933,D,15.1,Yes,Yes,Bachelor's,Medium,5
S1298,Rayan,Wilson,student298@univ.edu,Female,25,CS,84.31,70.36,84.02,94.15,80.99,36.4,77.21,73.855,C,11.0,Yes,No,Bachelor's,High,8
S1299,Karim,Lee,student299@univ.edu,Male,22,Business,58.69,59.32,45.78,82.94,52.19,93.8,50.72,64.125,D,2.9,Yes,No,Bachelor's,Low,1
S1300,Fatima,Thomas,student300@univ.edu,Female,22,CS,55.64,76.36,44.25,96.51,60.44,49.1,93.39,70.0083,C,4.2,Yes,No,None,Medium,1
S1301,Rayan,Clark,student301@univ.edu,Female,18,CS,88.41,44.68,52.95,75.97,55.06,23.1,63.12,52.48,F,7.4,Yes,Yes,None,High,2
S1302,Karim,Thompson,student302@univ.edu,Female,25,Mathematics,91.8,50.01,50.82,70.08,66.88,15.8,99.91,58.9167,F,14.4,No,No,Master's,Medium,7
S1303,Karim,Jackson,student303@univ.edu,Female,21,Engineering,56.25,73.01,84.67,68.0,72.62,96.0,40.01,72.385,C,3.0,No,Yes,Bachelor's,Medium,1
S1304,David,Miller,student304@univ.edu,Male,23,CS,84.01,96.6,89.34,95.96,75.56,57.1,74.3,81.4767,B,4.6,No,No,Bachelor's,Low,5
S1305,Jessica,Thompson,student305@univ.edu,Male,21,Business,86.78,45.51,63.99,95.89,86.71,72.4,87.57,75.345,C,6.8,Yes,No,High School,High,10
S1306,Michael,Brown,student306@univ.edu,Male,23,Business,91.59,66.06,95.81,56.03,88.52,74.8,90.97,78.6983,C,28.0,No,Yes,Master's,High,1
S1307,Sarah,Lee,student307@univ.edu,Male,23,Engineering,40.72,80.42,99.84,98.55,87.64,57.5,45.4,78.225,C,14.1,No,Yes,Bachelor's,Medium,2
S1308,Emily,Thompson,student308@univ.edu,Male,24,Business,35.96,70.11,86.43,56.52,56.74,55.9,69.27,65.8283,D,20.3,Yes,Yes,Bachelor's,Low,5
S1309,Karim,Jackson,student309@univ.edu,Female,19,CS,77.02,65.41,60.9,66.04,79.69,2.4,58.29,55.455,F,29.7,No,Yes,None,Low,4
S1310,Omar,Anderson,student310@univ.edu,Male,19,CS,81.77,54.58,77.26,57.38,91.62,28.8,60.6,61.7067,D,24.5,No,No,None,Low,6
S1311,Omar,Lee,student311@univ.edu,Male,21,Business,68.42,77.38,99.54,84.75,83.41,37.7,94.36,79.5233,C,16.8,No,Yes,High School,Medium,4
S1312,Layla,Clark,student312@univ.edu,Female,18,Mathematics,75.83,40.5,63.32,63.57,92.6,66.0,91.86,69.6417,D,2.5,No,Yes,None,High,2
S1313,Sarah,Harris,student313@univ.edu,Male,20,Engineering,65.05,67.48,95.58,51.07,62.37,52.9,60.01,64.9017,D,13.0,Yes,Yes,Master's,High,6
S1314,Jessica,Moore,student314@univ.edu,Male,22,CS,73.81,92.72,93.42,90.74,51.47,55.5,56.81,73.4433,C,6.2,No,Yes,High School,High,7
S1315,Lisa,Clark,student315@univ.edu,Male,24,Engineering,70.1,65.59,58.74,80.27,72.46,13.2,79.15,61.5683,D,18.3,Yes,Yes,Master's,High,9
S1316,Sara,Jackson,student316@univ.edu,Male,20,Business,34.75,71.98,83.17,59.21,91.98,14.6,41.77,60.4517,D,10.9,No,No,Master's,Medium,5
S1317,Sara,Garcia,student317@univ.edu,Male,20,Engineering,31.83,99.16,77.02,80.28,80.62,59.6,53.85,75.0883,C,2.7,Yes,No,Bachelor's,High,10
S1318,Emily,Anderson,student318@univ.edu,Male,24,Mathematics,63.17,49.83,53.58,70.43,98.44,92.5,97.01,76.965,C,8.2,Yes,Yes,High School,Low,8
S1319,Hassan,Harris,student319@univ.edu,Female,25,Engineering,59.93,86.57,76.48,91.22,86.01,39.4,96.35,79.3383,C,18.0,Yes,Yes,None,Medium,1
S1320,John,Martin,student320@univ.edu,Female,18,Mathematics,66.13,77.84,42.96,64.56,69.9,30.5,89.66,62.57,D,14.9,No,No,High School,High,9
S1321,Sara,White,student321@univ.edu,Female,19,CS,42.58,75.13,93.66,77.32,69.65,32.3,41.49,64.925,D,14.7,Yes,No,High School,Medium,6
S1322,Noor,Jones,student322@univ.edu,Male,19,CS,79.44,78.04,45.12,85.36,86.34,97.5,76.72,78.18,C,6.5,No,Yes,Bachelor's,Medium,10
S1323,Yusuf,Johnson,student323@univ.edu,Male,20,Engineering,83.84,43.08,58.48,86.51,98.05,28.9,50.84,60.9767,D,27.2,Yes,Yes,Master's,Low,8
S1324,Emily,Harris,student324@univ.edu,Male,25,Engineering,45.18,79.57,67.22,72.09,80.06,0.7,92.93,65.4283,D,9.8,Yes,Yes,Bachelor's,Low,1
S1325,Zeina,Anderson,student325@univ.edu,Male,20,CS,76.69,90.28,57.91,96.02,52.45,41.7,50.69,64.8417,D,20.8,Yes,No,Master's,Low,2
